subject,stimulus,response,reactionTime
Joh_28_1_1_0,"211,plop,171",2,5228560269000450
Joh_28_1_1_0,"206,plop,196",2,5003851946999570
Joh_28_1_1_0,"211,plop,191",2,3.81227613600058E+016
Joh_28_1_1_0,"191,plop,196",1,4.68079698299844E+016
Joh_28_1_1_0,"161,plop,201",1,4.14740664900055E+016
Joh_28_1_1_0,"216,plop,196",2,5183698910000750
Joh_28_1_1_0,"181,plop,191",1,4653052224000570
Joh_28_1_1_0,"201,plop,166",2,4325099980998490
Joh_28_1_1_0,"211,plop,186",2,4475222134000070
Joh_28_1_1_0,"211,plop,206",2,5356263631001270
Joh_28_1_1_0,"201,plop,186",2,4188220891999300
Joh_28_1_1_0,"161,plop,191",1,3.69191323499908E+016
Joh_28_1_1_0,"161,plop,221",1,3966358556000700
Joh_28_1_1_0,"181,plop,171",2,5.21269400099991E+016
Joh_28_1_1_0,"186,plop,181",2,3.88016581699922E+016
Joh_28_1_1_0,"176,plop,201",1,4191202296000120
Joh_28_1_1_0,"176,plop,221",1,4030437528999390
Joh_28_1_1_0,"196,plop,211",1,3692377449000200
Joh_28_1_1_0,"221,plop,171",2,3.78154330799916E+016
Joh_28_1_1_0,"196,plop,181",2,4508383357000280
Julia__25_1_1_0_1_,"196,plop,161",1,9.21859860699769E+015
Julia__25_1_1_0_1_,"176,plop,161",1,6267530352002360
Julia__25_1_1_0_1_,"196,plop,176",1,5834611015002880
Julia__25_1_1_0_1_,"181,plop,221",1,2.09401680054725E+016
Julia__25_1_1_0_1_,"196,plop,221",2,6113584890999480
Julia__25_1_1_0_1_,"176,plop,201",2,424013219977496
Julia__25_1_1_0_1_,"196,plop,181",2,8725076037998950
Julia__25_1_1_0_1_,"176,plop,191",2,6901633846000190
Julia__25_1_1_0_1_,"221,plop,166",2,4950793284997050
Julia__25_1_1_0_1_,"181,plop,191",2,6868004806996030
Julia__25_1_1_0_1_,"221,plop,171",2,6.11747780200094E+016
Julia__25_1_1_0_1_,"186,plop,216",2,7752396874997070
Julia__25_1_1_0_1_,"176,plop,181",1,6.38474109499803E+016
Julia__25_1_1_0_1_,"171,plop,176",1,6317880645002880
Julia__25_1_1_0_1_,"211,plop,216",1,5067258697004580
Julia__25_1_1_0_1_,"186,plop,176",1,5334796429002020
Julia__25_1_1_0_1_,"201,plop,166",2,4004866834003770
Julia__25_1_1_0_1_,"186,plop,181",2,6429450782002820
Julia__25_1_1_0_1_,"206,plop,181",2,5935106214995900
Julia__25_1_1_0_1_,"161,plop,191",2,6.18436618300038E+016
Julia__25_1_1_0_1_,"166,plop,196",1,5868139735999280
Julia__25_1_1_0_1_,"221,plop,186",2,6400731331000860
Julia__25_1_1_0_1_,"166,plop,206",1,4.75082408900344E+016
Julia__25_1_1_0_1_,"206,plop,201",1,4900598735004310
Julia__25_1_1_0_1_,"211,plop,171",1,906868213199923
Julia__25_1_1_0_1_,"161,plop,201",1,5850864595996970
Julia__25_1_1_0_1_,"181,plop,171",2,5200784277994530
Julia__25_1_1_0_1_,"211,plop,186",2,6617393775000530
Julia__25_1_1_0_1_,"196,plop,201",2,433370456599514
Julia__25_1_1_0_1_,"211,plop,191",1,5150893163002910
Julia__25_1_1_0_1_,"171,plop,216",1,4650683100998870
Julia__25_1_1_0_1_,"181,plop,211",2,4634771870996340
Julia__25_1_1_0_1_,"206,plop,176",2,4.8344187550043E+016
Julia__25_1_1_0_1_,"211,plop,206",2,4267689690002590
Julia__25_1_1_0_1_,"166,plop,161",1,7151319616002730
Julia__25_1_1_0_1_,"216,plop,201",1,7834507895002030
Julia__25_1_1_0_1_,"166,plop,176",2,5167571093000880
Julia__25_1_1_0_1_,"161,plop,221",2,5183983478005390
Julia__25_1_1_0_1_,"216,plop,176",2,4717936629998440
Julia__25_1_1_0_1_,"191,plop,186",1,505051703700301
Julia__25_1_1_0_1_,"216,plop,181",1,485149112699728
Julia__25_1_1_0_1_,"201,plop,211",1,470096478700143
Julia__25_1_1_0_1_,"206,plop,216",2,4601751996001990
Julia__25_1_1_0_1_,"191,plop,166",2,4883831438006020
Julia__25_1_1_0_1_,"216,plop,161",2,4870368984995000
Julia__25_1_1_0_1_,"201,plop,186",2,7265920935003670
Julia__25_1_1_0_1_,"186,plop,161",2,4517024084999870
Julia__25_1_1_0_1_,"191,plop,216",2,4617755118999050
Julia__25_1_1_0_1_,"166,plop,216",2,4401231790996100
Julia__25_1_1_0_1_,"216,plop,221",2,2.53646414700197E+016
Julia__25_1_1_0_1_,"216,plop,196",1,6.04819441500294E+016
Julia__25_1_1_0_1_,"201,plop,221",1,4.78417334299738E+016
Julia__25_1_1_0_1_,"166,plop,186",1,523468684899999
Julia__25_1_1_0_1_,"171,plop,166",1,5050961269998520
Julia__25_1_1_0_1_,"211,plop,166",1,9.32568632999028E+015
Julia__25_1_1_0_1_,"171,plop,186",2,4384421434997060
Julia__25_1_1_0_1_,"171,plop,206",2,4.51741647299932E+016
Julia__25_1_1_0_1_,"196,plop,211",2,4717655063004350
Julia__25_1_1_0_1_,"221,plop,206",2,4817743278997660
Julia__25_1_1_0_1_,"176,plop,221",1,4217929423999160
Julia__25_1_1_0_1_,"161,plop,181",1,4223726056001030
Julia__25_1_1_0_1_,"221,plop,211",2,4460425826002030
Julia__25_1_1_0_1_,"206,plop,161",1,443402426700195
Julia__25_1_1_0_1_,"161,plop,171",1,4024497116000570
Julia__25_1_1_0_1_,"191,plop,171",1,4560336292999270
Julia__25_1_1_0_1_,"201,plop,191",1,4.23492581900209E+016
Julia__25_1_1_0_1_,"186,plop,196",1,5034963527004580
Julia__25_1_1_0_1_,"186,plop,206",1,4800307974002500
Julia__25_1_1_0_1_,"181,plop,166",1,4600672035996100
Julia__25_1_1_0_1_,"221,plop,191",1,4533919754003
Julia__25_1_1_0_1_,"181,plop,201",2,1.85379338399944E+016
Julia__25_1_1_0_1_,"201,plop,171",1,2.16298651600082E+016
Julia__25_1_1_0_1_,"171,plop,196",1,5.30147507499496E+016
Julia__25_1_1_0_1_,"176,plop,211",1,5434993930999190
Julia__25_1_1_0_1_,"161,plop,211",2,1.42015641199541E+016
Julia__25_1_1_0_1_,"191,plop,206",2,3430192455003270
Julia__25_1_1_0_1_,"191,plop,196",2,156886710900435
Julia__25_1_1_0_1_,"206,plop,196",1,1.70011337600008E+016
KAPA_57_1_0_0,"221,plop,206",2,4.75653193078469E+016
KAPA_57_1_0_0,"166,plop,196",1,4738939881697300
KAPA_57_1_0_0,"221,plop,171",2,402281502415426
KAPA_57_1_0_0,"201,plop,186",2,432680893971119
KAPA_57_1_0_0,"191,plop,166",2,3988249914860350
KAPA_57_1_0_0,"171,plop,176",1,4443733005225660
KAPA_57_1_0_0,"171,plop,186",1,4.11661200565286E+016
KAPA_57_1_0_0,"171,plop,196",1,4552147955191320
KAPA_57_1_0_0,"196,plop,176",2,3.92627301407047E+016
KAPA_57_1_0_0,"206,plop,196",2,472616803869605
KAPA_57_1_0_0,"221,plop,211",2,4481004948401820
KAPA_57_1_0_0,"181,plop,171",2,6042571899737230
KAPA_57_1_0_0,"186,plop,206",1,4292563021322710
KAPA_57_1_0_0,"176,plop,211",1,4546942897513510
KAPA_57_1_0_0,"211,plop,191",2,4113630091329110
KAPA_57_1_0_0,"176,plop,161",2,3.89023293952923E+016
KAPA_57_1_0_0,"181,plop,201",1,4254671042691920
KAPA_57_1_0_0,"206,plop,201",2,4398145912354810
KAPA_57_1_0_0,"166,plop,186",1,4.34439190293197E+016
KAPA_57_1_0_0,"211,plop,206",1,4818851085868660
KAPA_57_1_0_0,"171,plop,166",2,4398786996398120
KAPA_57_1_0_0,"171,plop,206",1,3.98389301055577E+016
KAPA_57_1_0_0,"176,plop,181",2,5.79944699748885E+016
KAPA_57_1_0_0,"216,plop,221",1,5406051080930050
KAPA_57_1_0_0,"181,plop,211",1,4476386065152470
KAPA_57_1_0_0,"166,plop,206",1,4002731911861340
KAPA_57_1_0_0,"161,plop,221",1,4062756016408090
KAPA_57_1_0_0,"191,plop,171",2,4258061907975930
KAPA_57_1_0_0,"166,plop,176",2,4393784926761870
KAPA_57_1_0_0,"211,plop,171",2,383602106992621
KAPA_57_1_0_0,"221,plop,166",2,4003550028102470
KAPA_57_1_0_0,"201,plop,166",2,3.79704611843918E+016
KAPA_57_1_0_0,"196,plop,211",1,4319208076945510
KAPA_57_1_0_0,"201,plop,221",1,4283101074886510
KAPA_57_1_0_0,"211,plop,216",1,4993466897658070
KAPA_57_1_0_0,"201,plop,171",2,4180290948157200
KAPA_57_1_0_0,"161,plop,201",1,4064153915410860
KAPA_57_1_0_0,"196,plop,221",1,4.29631091039628E+016
KAPA_57_1_0_0,"186,plop,176",2,3.9211869134102E+016
KAPA_57_1_0_0,"166,plop,216",1,3.92149289397057E+016
KAPA_57_1_0_0,"176,plop,221",1,4092632983601650
KAPA_57_1_0_0,"206,plop,216",1,5060621117730620
KAPA_57_1_0_0,"176,plop,201",1,3959376999200320
KAPA_57_1_0_0,"191,plop,196",1,4690716091799550
KAPA_57_1_0_0,"221,plop,191",2,3.80156496821437E+016
KAPA_57_1_0_0,"186,plop,196",1,4087294940976430
KAPA_57_1_0_0,"221,plop,186",2,4078788028704000
KAPA_57_1_0_0,"211,plop,166",2,4031926891207690
KAPA_57_1_0_0,"161,plop,181",1,3856532925530340
KAPA_57_1_0_0,"171,plop,216",1,3.98361401809379E+016
KAPA_57_1_0_0,"211,plop,186",2,4016734954807910
KAPA_57_1_0_0,"196,plop,181",2,4219909020955670
KAPA_57_1_0_0,"196,plop,161",2,3.98637697289232E+016
KAPA_57_1_0_0,"191,plop,216",1,4085289115109480
KAPA_57_1_0_0,"161,plop,211",1,3.72887390796095E+016
KAPA_57_1_0_0,"186,plop,216",1,3.96000708281063E+016
KAPA_57_1_0_0,"201,plop,191",2,4.10115303520579E+016
KAPA_57_1_0_0,"181,plop,166",2,3.98715004292317E+016
KAPA_57_1_0_0,"216,plop,181",2,3.76159999370575E+016
KAPA_57_1_0_0,"216,plop,201",2,4335689880792050
KAPA_57_1_0_0,"201,plop,211",1,4204834078811110
KAPA_57_1_0_0,"216,plop,176",2,4424183998978700
KAPA_57_1_0_0,"216,plop,196",2,4175780058163220
KAPA_57_1_0_0,"191,plop,206",1,4155849917698650
KAPA_57_1_0_0,"206,plop,176",2,3971310888673180
KAPA_57_1_0_0,"216,plop,161",2,3.77792593943886E+016
KAPA_57_1_0_0,"206,plop,181",2,4025550114247020
KAPA_57_1_0_0,"181,plop,221",1,4942210891889410
KAPA_57_1_0_0,"186,plop,161",2,4099083883827550
KAPA_57_1_0_0,"161,plop,171",1,4572254954045640
KAPA_57_1_0_0,"161,plop,191",1,4389257962605920
KAPA_57_1_0_0,"166,plop,161",1,4456409912696110
KAPA_57_1_0_0,"181,plop,191",1,4536142886057500
KAPA_57_1_0_0,"206,plop,161",2,3.80159696461633E+016
KAPA_57_1_0_0,"176,plop,191",1,4549236989370550
KAPA_57_1_0_0,"186,plop,181",2,4764017078932370
KAPA_57_1_0_0,"191,plop,186",1,4527765061613170
KAPA_57_1_0_0,"196,plop,201",1,4236817930615510
LH_23_1_1_0,"201,plop,171",2,4879133374802770
LH_23_1_1_0,"171,plop,216",1,4018547500390560
LH_23_1_1_0,"196,plop,211",1,4076007458288220
LH_23_1_1_0,"201,plop,211",1,4570689875073730
LH_23_1_1_0,"181,plop,191",1,4.48867499958724E+016
LH_23_1_1_0,"186,plop,216",1,3.99672629069537E+016
LH_23_1_1_0,"216,plop,176",2,4021040625311430
LH_23_1_1_0,"191,plop,171",2,3898065584152940
LH_23_1_1_0,"176,plop,221",1,3961370834056290
LH_23_1_1_0,"211,plop,166",2,3.522708875034E+016
LH_23_1_1_0,"206,plop,201",2,426607958311215
LH_23_1_1_0,"161,plop,171",2,5702323375176640
LH_23_1_1_0,"201,plop,166",2,3.52504837503657E+016
LH_23_1_1_0,"206,plop,161",2,3305610875040290
LH_23_1_1_0,"186,plop,161",2,3.46845337506384E+016
LH_23_1_1_0,"211,plop,216",1,4057426416687670
LH_23_1_1_0,"181,plop,166",2,4485120791848750
LH_23_1_1_0,"221,plop,186",2,3137110791075970
LH_23_1_1_0,"166,plop,196",1,3396765542123470
LH_23_1_1_0,"181,plop,211",1,3.47971245869994E+016
LH_23_1_1_0,"161,plop,211",1,320148649988696
LH_23_1_1_0,"191,plop,206",1,1015467250160870
LH_23_1_1_0,"211,plop,171",2,4840336624905470
LH_23_1_1_0,"176,plop,211",1,3.01521191690117E+016
LH_23_1_1_0,"171,plop,196",1,3839062333945180
LH_23_1_1_0,"161,plop,191",1,3.57948383307084E+016
LH_23_1_1_0,"196,plop,161",2,3738806541915980
LH_23_1_1_0,"221,plop,191",2,3.54216524995863E+016
LH_23_1_1_0,"166,plop,216",2,2.07999262483791E+016
LH_23_1_1_0,"191,plop,166",2,3.99956275001168E+016
LH_23_1_1_0,"201,plop,191",2,4.09691141629592E+016
LH_23_1_1_0,"216,plop,221",1,1.08057366721332E+016
LH_23_1_1_0,"221,plop,211",2,3999933208245780
LH_23_1_1_0,"186,plop,206",2,3862265916913750
LH_23_1_1_0,"171,plop,186",1,1.56131345909089E+016
LH_23_1_1_0,"221,plop,206",1,4392970167007300
LH_23_1_1_0,"161,plop,201",1,3.51759400023147E+016
LH_23_1_1_0,"171,plop,166",1,5.32581375017762E+016
LH_23_1_1_0,"206,plop,216",1,3.45821945918724E+016
LH_23_1_1_0,"201,plop,221",1,3.87994316630065E+016
LH_23_1_1_0,"166,plop,176",1,3740579584054650
LH_23_1_1_0,"196,plop,221",1,5383575749956070
LH_23_1_1_0,"221,plop,166",2,3.50592683292925E+016
LH_23_1_1_0,"181,plop,221",1,4338849291112270
LH_23_1_1_0,"206,plop,196",2,3355970458034430
LH_23_1_1_0,"186,plop,181",1,4955655209161340
LH_23_1_1_0,"186,plop,176",2,4518913166970010
LH_23_1_1_0,"216,plop,201",1,4481406667176630
LH_23_1_1_0,"176,plop,181",2,5.22748616700992E+016
LH_23_1_1_0,"201,plop,186",2,3.73884470891207E+016
LH_23_1_1_0,"216,plop,196",2,3.48798583392054E+016
LH_23_1_1_0,"181,plop,171",2,4379103749897330
LH_23_1_1_0,"191,plop,186",2,3.91819616723806E+016
LH_23_1_1_0,"176,plop,201",1,4140678499732170
LH_23_1_1_0,"196,plop,176",2,3866601041890680
LH_23_1_1_0,"196,plop,181",2,4.03892429163679E+016
LH_23_1_1_0,"206,plop,176",2,4198743333946910
LH_23_1_1_0,"171,plop,176",1,4724864833895120
LH_23_1_1_0,"211,plop,206",1,4040823040902610
LH_23_1_1_0,"166,plop,206",1,387992062503472
LH_23_1_1_0,"186,plop,196",1,1.19814691729844E+016
LH_23_1_1_0,"211,plop,186",2,3918805207964030
LH_23_1_1_0,"176,plop,161",2,3.56149950008839E+016
LH_23_1_1_0,"196,plop,201",1,7775184250343590
LH_23_1_1_0,"191,plop,216",1,3.65484283296391E+016
LH_23_1_1_0,"176,plop,191",1,3901317083183680
LH_23_1_1_0,"206,plop,181",2,366481008278206
LH_23_1_1_0,"161,plop,181",1,4.35804583309218E+016
LH_23_1_1_0,"161,plop,221",1,3.33409908311442E+016
LH_23_1_1_0,"216,plop,161",2,4599509791843590
LH_23_1_1_0,"181,plop,201",1,9.96117458119988E+015
LH_23_1_1_0,"221,plop,171",2,3.31972633292899E+016
LH_23_1_1_0,"171,plop,206",1,3325101750344040
LH_23_1_1_0,"166,plop,186",1,3.62125529246405E+016
LH_23_1_1_0,"191,plop,196",1,3.76711654188111E+016
LH_23_1_1_0,"211,plop,191",2,3.40015449970961E+016
LH_23_1_1_0,"216,plop,181",2,3367674250062560
LH_23_1_1_0,"166,plop,161",2,4357764082867650
MA_30_1_1_0,"201,plop,166",2,3926956033706670
MA_30_1_1_0,"181,plop,201",1,3.93595705032349E+016
MA_30_1_1_0,"166,plop,176",1,3541783905029300
MA_30_1_1_0,"171,plop,216",1,3.66116509437561E+016
MA_30_1_1_0,"191,plop,166",2,3.79835591316223E+016
MA_30_1_1_0,"171,plop,186",1,3760279989242550
MA_30_1_1_0,"186,plop,216",1,3.88822803497314E+016
MA_30_1_1_0,"196,plop,201",1,3640168046951290
MA_30_1_1_0,"201,plop,221",1,4242112016677860
MA_30_1_1_0,"206,plop,161",2,4143771982192990
MA_30_1_1_0,"186,plop,161",2,3681284999847410
MA_30_1_1_0,"191,plop,216",1,3993770933151250
MA_30_1_1_0,"176,plop,211",1,3495166873931880
MA_30_1_1_0,"176,plop,181",1,3602647876739500
MA_30_1_1_0,"186,plop,206",1,4046197986602780
MA_30_1_1_0,"196,plop,221",1,328694806098938
MA_30_1_1_0,"201,plop,186",2,3.80890498161316E+016
MA_30_1_1_0,"181,plop,191",1,3827182149887080
MA_30_1_1_0,"191,plop,196",2,3.59200797080994E+016
MA_30_1_1_0,"221,plop,191",2,3.40307078361511E+016
MA_30_1_1_0,"171,plop,206",1,3.19856986999512E+016
MA_30_1_1_0,"181,plop,211",1,4311985826492310
MA_30_1_1_0,"216,plop,196",2,3483857011795040
MA_30_1_1_0,"211,plop,166",2,3414051866531370
MA_30_1_1_0,"221,plop,186",2,329533109664917
MA_30_1_1_0,"201,plop,171",2,329577693939209
MA_30_1_1_0,"191,plop,206",1,3.99624094963074E+016
MA_30_1_1_0,"216,plop,221",1,6.45206699371338E+016
MA_30_1_1_0,"161,plop,201",1,3.84834585189819E+016
MA_30_1_1_0,"161,plop,171",1,3464398956298830
MA_30_1_1_0,"201,plop,211",1,4391050910949710
MA_30_1_1_0,"206,plop,196",2,3997029161453250
MA_30_1_1_0,"221,plop,166",2,3.28658494949341E+016
MA_30_1_1_0,"176,plop,191",1,3532313919067380
MA_30_1_1_0,"216,plop,176",2,3641093111038210
MA_30_1_1_0,"166,plop,186",1,4252553081512450
MA_30_1_1_0,"176,plop,161",2,5564974164962770
MA_30_1_1_0,"221,plop,206",2,3.77950582504272E+016
MA_30_1_1_0,"221,plop,211",2,3620627021789550
MA_30_1_1_0,"201,plop,191",2,3474056100845340
MA_30_1_1_0,"196,plop,176",2,3493831968307500
MA_30_1_1_0,"166,plop,206",1,3464187002182010
MA_30_1_1_0,"221,plop,171",2,3463081932067870
MA_30_1_1_0,"216,plop,161",2,3.50276288986206E+016
MA_30_1_1_0,"206,plop,216",1,3.53319320678711E+016
MA_30_1_1_0,"181,plop,171",2,446837100982666
MA_30_1_1_0,"171,plop,166",1,4842884874343870
MA_30_1_1_0,"191,plop,171",2,4262791013717650
MA_30_1_1_0,"211,plop,171",1,3.57147917747498E+016
MA_30_1_1_0,"206,plop,176",1,3.97551093101501E+016
MA_30_1_1_0,"191,plop,186",1,4016247844696040
MA_30_1_1_0,"206,plop,201",1,4035384035110470
MA_30_1_1_0,"206,plop,181",1,6302592134475710
MA_30_1_1_0,"186,plop,176",2,5001699066162110
MA_30_1_1_0,"211,plop,216",1,4086534118652340
MA_30_1_1_0,"166,plop,161",1,3484074926376340
MA_30_1_1_0,"176,plop,201",1,3808385944366460
MA_30_1_1_0,"161,plop,221",1,3.67092905044556E+016
MA_30_1_1_0,"216,plop,181",2,3.67079291343689E+016
MA_30_1_1_0,"216,plop,201",2,4321161842346190
MA_30_1_1_0,"186,plop,196",1,3.43421087265015E+016
MA_30_1_1_0,"166,plop,196",1,3.41392121315002E+016
MA_30_1_1_0,"186,plop,181",2,4449052906036380
MA_30_1_1_0,"181,plop,221",1,3.52329382896423E+016
MA_30_1_1_0,"161,plop,211",1,3.25673494338989E+016
MA_30_1_1_0,"181,plop,166",1,3.72113904953003E+016
MA_30_1_1_0,"211,plop,206",1,5801025009155270
MA_30_1_1_0,"171,plop,176",1,3.6988187789917E+016
MA_30_1_1_0,"196,plop,181",1,5081255054473880
MA_30_1_1_0,"211,plop,191",2,3670678949356080
MA_30_1_1_0,"171,plop,196",1,3148999071121220
MA_30_1_1_0,"166,plop,216",1,3.48336300849915E+016
MA_30_1_1_0,"161,plop,181",1,3.55207715034485E+016
MA_30_1_1_0,"161,plop,191",1,3.46424708366394E+016
MA_30_1_1_0,"196,plop,161",2,3.51347408294678E+016
MA_30_1_1_0,"176,plop,221",1,4409323072433470
MA_30_1_1_0,"211,plop,186",2,3.51161513328552E+016
MA_30_1_1_0,"196,plop,211",1,3.4245689868927E+016
Mina_28_1_0_0,"176,plop,221",1,9.72191149999853E+015
Mina_28_1_0_0,"176,plop,161",2,9.18350199996494E+015
Mina_28_1_0_0,"191,plop,186",2,1101716280003310
Mina_28_1_0_0,"171,plop,216",1,6394436199998020
Mina_28_1_0_0,"221,plop,171",2,6635222299979070
Mina_28_1_0_0,"221,plop,166",2,5.46592850001762E+016
Mina_28_1_0_0,"161,plop,201",2,5049807800003330
Mina_28_1_0_0,"181,plop,191",2,4512598599970810
Mina_28_1_0_0,"176,plop,211",2,4416689700004640
Mina_28_1_0_0,"171,plop,176",2,4887970699951980
Mina_28_1_0_0,"216,plop,176",2,5040144799998960
Mina_28_1_0_0,"221,plop,186",2,4408798699988980
Mina_28_1_0_0,"181,plop,201",1,583007890000008
Mina_28_1_0_0,"196,plop,181",2,5473058800003490
Mina_28_1_0_0,"206,plop,161",2,5243437399994580
Mina_28_1_0_0,"171,plop,206",1,524276980003342
Mina_28_1_0_0,"221,plop,206",2,7.55752190001076E+016
Mina_28_1_0_0,"161,plop,191",1,5685463099996560
Mina_28_1_0_0,"176,plop,201",1,4472738000005480
Mina_28_1_0_0,"221,plop,191",2,5871387999993750
Mina_28_1_0_0,"216,plop,161",2,1.8592641800025E+016
Mina_28_1_0_0,"186,plop,161",2,6178103300009390
Mina_28_1_0_0,"161,plop,211",1,4839061200001740
Mina_28_1_0_0,"196,plop,201",1,5536127399967520
Mina_28_1_0_0,"206,plop,181",2,1407491250000890
Mina_28_1_0_0,"166,plop,161",2,5325198299973270
Mina_28_1_0_0,"161,plop,221",2,4978828699991570
Mina_28_1_0_0,"211,plop,206",2,488089589998126
Mina_28_1_0_0,"206,plop,216",2,5081357500015290
Mina_28_1_0_0,"196,plop,161",2,5107791000010910
Mina_28_1_0_0,"166,plop,206",1,5045039999962320
Mina_28_1_0_0,"181,plop,166",2,5594776699983050
Mina_28_1_0_0,"166,plop,186",1,493282589999726
Mina_28_1_0_0,"211,plop,186",2,5017941499967130
Mina_28_1_0_0,"211,plop,166",2,5430610100005290
Mina_28_1_0_0,"166,plop,176",1,5914580800011750
Mina_28_1_0_0,"201,plop,171",2,5386279499996450
Mina_28_1_0_0,"171,plop,196",1,7181262800027620
Mina_28_1_0_0,"216,plop,181",2,763154249995714
Mina_28_1_0_0,"211,plop,191",2,7320841699978340
Mina_28_1_0_0,"166,plop,196",1,6432988700014540
Mina_28_1_0_0,"201,plop,166",2,3396027230002220
Mina_28_1_0_0,"181,plop,221",1,7771999000012870
Mina_28_1_0_0,"191,plop,196",2,5938402499968650
Mina_28_1_0_0,"201,plop,211",1,6.29467340002302E+016
Mina_28_1_0_0,"186,plop,176",1,4007545900030530
Mina_28_1_0_0,"196,plop,221",1,4522350900014860
Mina_28_1_0_0,"186,plop,216",1,424707060001092
Mina_28_1_0_0,"176,plop,191",1,4432000800000970
Mina_28_1_0_0,"206,plop,201",1,2.90410849999986E+016
Mina_28_1_0_0,"181,plop,211",1,5631018399982710
Mina_28_1_0_0,"221,plop,211",2,3853771980004380
Mina_28_1_0_0,"161,plop,171",1,6650050999969240
Mina_28_1_0_0,"191,plop,171",2,4907114299968820
Mina_28_1_0_0,"211,plop,216",1,5862480399978810
Mina_28_1_0_0,"201,plop,191",2,4824095000012310
Mina_28_1_0_0,"186,plop,181",2,4245313500019260
Mina_28_1_0_0,"186,plop,196",2,4453206200001300
Mina_28_1_0_0,"216,plop,196",2,4.75849399997387E+016
Mina_28_1_0_0,"201,plop,221",1,5884664899983910
Mina_28_1_0_0,"186,plop,206",1,5697219299990680
Mina_28_1_0_0,"216,plop,201",2,546923489999026
Mina_28_1_0_0,"181,plop,171",2,4958236600004600
Mina_28_1_0_0,"166,plop,216",1,5757887900015340
Mina_28_1_0_0,"161,plop,181",1,5259606800007170
Mina_28_1_0_0,"191,plop,216",1,4718944199988620
Mina_28_1_0_0,"171,plop,186",1,4525882300012740
Mina_28_1_0_0,"206,plop,196",2,6342291399976240
Mina_28_1_0_0,"201,plop,186",2,4089120899990670
Mina_28_1_0_0,"216,plop,221",1,6728344899974760
Mina_28_1_0_0,"196,plop,211",1,888146959998412
Mina_28_1_0_0,"211,plop,171",2,2.11849506000523E+016
Mina_28_1_0_0,"176,plop,181",1,6749977100023530
Mina_28_1_0_0,"206,plop,176",2,5801266699994450
Mina_28_1_0_0,"191,plop,166",2,458442839999916
Mina_28_1_0_0,"171,plop,166",1,6.69102990000974E+016
Mina_28_1_0_0,"196,plop,176",2,7504860200011170
Mina_28_1_0_0,"191,plop,206",1,5518623699981250
Tom_Johnes_68_0_0_0,"176,plop,201",1,1.22108559999848E+016
Tom_Johnes_68_0_0_0,"191,plop,186",1,1.43907535999548E+016
Tom_Johnes_68_0_0_0,"191,plop,171",1,5206874699995390
Tom_Johnes_68_0_0_0,"211,plop,206",1,7528468899976000
Tom_Johnes_68_0_0_0,"181,plop,171",2,6713655799999830
Tom_Johnes_68_0_0_0,"181,plop,211",1,7072004499984910
Tom_Johnes_68_0_0_0,"201,plop,191",2,6119428200030230
Tom_Johnes_68_0_0_0,"171,plop,166",2,6496385099971670
Tom_Johnes_68_0_0_0,"161,plop,221",1,7403608300047930
Tom_Johnes_68_0_0_0,"221,plop,186",2,5660867799969860
Tom_Johnes_68_0_0_0,"161,plop,171",1,6017515000037380
Tom_Johnes_68_0_0_0,"196,plop,201",1,5538302499998830
Tom_Johnes_68_0_0_0,"161,plop,201",1,7.44538929996779E+016
Tom_Johnes_68_0_0_0,"201,plop,211",1,5065373900020500
Tom_Johnes_68_0_0_0,"221,plop,211",1,5800317699986040
Tom_Johnes_68_0_0_0,"181,plop,201",1,4079183499992360
Tom_Johnes_68_0_0_0,"201,plop,171",2,5.26814120003255E+016
Tom_Johnes_68_0_0_0,"216,plop,176",2,4611282099992970
Tom_Johnes_68_0_0_0,"201,plop,221",1,4963273800001480
Tom_Johnes_68_0_0_0,"166,plop,176",1,4078419799997940
Tom_Johnes_68_0_0_0,"206,plop,176",2,4815233299997640
Tom_Johnes_68_0_0_0,"176,plop,161",2,4300194699980780
Tom_Johnes_68_0_0_0,"181,plop,221",1,5802330900006930
Tom_Johnes_68_0_0_0,"171,plop,186",1,9.17640899971593E+015
Tom_Johnes_68_0_0_0,"176,plop,221",1,1.23003807000001E+016
Tom_Johnes_68_0_0_0,"211,plop,186",2,5400852000014860
Tom_Johnes_68_0_0_0,"166,plop,161",1,7253047400002830
Tom_Johnes_68_0_0_0,"171,plop,216",1,4464166699990160
Tom_Johnes_68_0_0_0,"206,plop,181",2,5037117199995550
Tom_Johnes_68_0_0_0,"206,plop,196",2,602011269996874
Tom_Johnes_68_0_0_0,"211,plop,216",1,5659542600007260
Tom_Johnes_68_0_0_0,"196,plop,211",1,492406259997515
Tom_Johnes_68_0_0_0,"176,plop,191",1,4345134300028440
Tom_Johnes_68_0_0_0,"166,plop,216",1,3.98268939999398E+016
Tom_Johnes_68_0_0_0,"161,plop,211",1,4136664799961730
Tom_Johnes_68_0_0_0,"196,plop,161",2,530427909999853
Tom_Johnes_68_0_0_0,"191,plop,166",2,4107989700010510
Tom_Johnes_68_0_0_0,"186,plop,161",2,3781441300024740
Tom_Johnes_68_0_0_0,"196,plop,176",2,3.88476549999323E+016
Tom_Johnes_68_0_0_0,"171,plop,196",1,4971311499970030
Tom_Johnes_68_0_0_0,"216,plop,161",2,4828819299954920
Tom_Johnes_68_0_0_0,"201,plop,186",1,495371799999848
